Car_Name,Year,Selling_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,engine,max_power,seats,mileage
Maruti Swift Dzire VDI,2013,550000,56000,Diesel,Individual,Manual,First Owner,1248,74,5,23.4
Mahindra Scorpio EX,2014,650000,50000,Diesel,Individual,Manual,First Owner,2523,75,8,14
Mahindra Scorpio 2009-2014 EX 2WD 9S,2014,655000,50000,Diesel,Individual,Manual,Second Owner,2523,75,9,14
Tata Sumo GX 7 Str BSII,2006,130000,74000,Diesel,Individual,Manual,First Owner,1948,68,7,13.7
Renault Duster 110PS Diesel RxL,2014,400000,123000,Diesel,Individual,Manual,First Owner,1461,108.45,5,19.01
Maruti Alto LXi,2009,155000,54000,Petrol,Individual,Manual,First Owner,796,46.3,5,19.7
Tata Indigo CS eGLS BS IV,2013,250000,50000,Petrol,Individual,Manual,First Owner,1193,64.1,5,15.64
Hyundai Grand i10 Sportz,2014,400000,80000,Petrol,Individual,Manual,Second Owner,1197,82,5,18.9
Datsun GO A Option Petrol,2019,500000,10000,Petrol,Individual,Manual,First Owner,1198,67.05,5,19.02
Hyundai Santro Sportz AMT BSIV,2018,565000,10000,Petrol,Individual,Automatic,First Owner,1086,68,5,20.3
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,900000,40000,Diesel,Individual,Manual,First Owner,1498,98.96,5,23
Mahindra Bolero Power Plus SLE,2017,650000,120000,Diesel,Individual,Manual,First Owner,1493,70,7,16.5
Mahindra Bolero 2011-2019 ZLX,2013,600000,45000,Diesel,Individual,Manual,First Owner,2523,62.1,7,15.96
Maruti Swift Dzire VDI,2018,800000,35000,Diesel,Individual,Manual,First Owner,1248,74.02,5,28.4
Hyundai i20 Sportz 1.4 CRDi,2015,575000,60000,Diesel,Individual,Manual,First Owner,1396,88.73,5,22.54
Ford Figo 1.5P Titanium AT,2016,550000,40000,Petrol,Individual,Automatic,First Owner,1499,110.4,5,17.01
Maruti SX4 Vxi BSIV,2011,190000,80000,Petrol,Individual,Manual,Third Owner,1586,103.3,5,15.5
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,750000,37000,Diesel,Individual,Manual,First Owner,1498,98.96,5,23
Maruti Baleno Delta 1.2,2018,625000,22000,Petrol,Individual,Manual,First Owner,1197,83.1,5,21.4
Hyundai i20 1.4 Asta,2018,799000,60000,Diesel,Individual,Manual,Second Owner,1396,88.73,5,22.54
Maruti Wagon R VXI BS IV,2013,300000,57000,Petrol,Individual,Manual,Second Owner,998,67.04,5,20.51
Maruti Ciaz 1.4 Alpha,2017,850000,27000,Petrol,Individual,Manual,First Owner,1373,91.1,5,20.73
Chevrolet Spark 1.0 LT,2012,130000,70000,Petrol,Individual,Manual,First Owner,995,62,5,18
Maruti Alto K10 2010-2014 VXI,2011,229999,40000,Petrol,Individual,Manual,Second Owner,998,67.1,5,20.92
Maruti Celerio ZXI,2015,400000,60000,Petrol,Individual,Manual,First Owner,998,67.04,5,23.1
Mahindra Thar CRDe,2018,900000,35000,Diesel,Individual,Manual,First Owner,2498,105,6,16.55
Mahindra Scorpio 1.99 S4,2015,800000,70000,Diesel,Individual,Manual,First Owner,1997,120,7,15.4
Hyundai EON Era Plus,2015,250999,43000,Petrol,Individual,Manual,Second Owner,814,55.2,5,21.1
Tata Manza Aqua Safire,2011,250000,110000,Petrol,Individual,Manual,Second Owner,1368,90,5,15
Fiat Punto 1.2 Active,2009,100000,100000,Petrol,Individual,Manual,Second Owner,1172,67,5,15.7
Maruti Swift VXI Optional,2016,450000,64000,Petrol,Individual,Manual,First Owner,1197,81.8,5,20.4
Renault Duster 85PS Diesel STD,2017,575000,96000,Diesel,Individual,Manual,First Owner,1461,83.8,5,19.87
Renault Duster 85PS Diesel RxL Optional,2013,400000,96000,Diesel,Individual,Manual,First Owner,1461,83.8,5,20.46
Maruti Celerio X ZXI BSIV,2019,480000,7600,Petrol,Individual,Manual,First Owner,998,67,5,21.63
Maruti Celerio X ZXI BSIV,2019,490000,7000,Petrol,Individual,Manual,First Owner,998,67,5,21.63
Tata Indigo LX,2007,150000,120000,Diesel,Individual,Manual,Second Owner,1405,70,5,17
Tata Bolt Quadrajet XM,2017,600000,50000,Diesel,Individual,Manual,First Owner,1248,74,5,22.95
Hyundai Xcent 1.1 CRDi SX Option,2015,500000,50000,Diesel,Individual,Manual,Second Owner,1120,71,5,24.4
Tata Zest Quadrajet 1.3 Anniversary Edition,2015,425000,80000,Diesel,Individual,Manual,First Owner,1248,88.7,5,23
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2015,1030000,190000,Diesel,Individual,Manual,First Owner,2494,100.6,7,12.99
Maruti Wagon R VXI Optional,2015,360000,34000,Petrol,Individual,Manual,First Owner,998,67.04,5,20.51
Volkswagen Polo Petrol Comfortline 1.2L,2012,290000,80000,Petrol,Individual,Manual,Second Owner,1198,73.9,5,16.47
Maruti Esteem DI,2003,70000,20000,Diesel,Individual,Manual,First Owner,1527,57,5,15.9
Tata Sumo CX,2012,320000,70000,Diesel,Individual,Manual,Second Owner,2956,83.8,7,15.3
Hyundai Verna 1.6 SX CRDi (O),2014,755000,29340,Diesel,Individual,Manual,First Owner,1582,126.32,5,22.32
Ford Figo Diesel LXI,2011,215000,120000,Diesel,Individual,Manual,First Owner,1399,68,5,20
Hyundai i10 Era,2007,190000,70000,Petrol,Individual,Manual,Second Owner,1086,68.05,5,19.81
Honda Jazz 1.2 VX i VTEC,2018,675000,24265,Petrol,Dealer,Manual,First Owner,1199,88.7,5,18.7
Maruti Swift Dzire VDI,2014,438999,81000,Diesel,Dealer,Manual,First Owner,1248,74,5,23.4
Maruti Swift Dzire VXI,2013,409999,35000,Petrol,Individual,Manual,First Owner,1197,85.8,5,19.1
Renault KWID RXT Optional,2019,350000,15000,Petrol,Individual,Manual,First Owner,799,53.3,5,25.17
Chevrolet Beat Diesel,2012,135000,49000,Diesel,Individual,Manual,Third Owner,936,57.6,5,25.44
Maruti Swift VDI BSIV,2014,520000,70000,Diesel,Individual,Manual,Second Owner,1248,74,5,25.2
Maruti Swift Dzire VDi,2010,315000,180000,Diesel,Individual,Manual,First Owner,1248,73.9,5,19.3
Maruti A-Star Lxi,2010,235000,50000,Petrol,Individual,Manual,First Owner,998,66.1,5,19
Hyundai Accent GLE,2005,80500,50000,Petrol,Individual,Manual,Third Owner,1495,94,5,13.2
Maruti Ritz VDi,2013,375000,88200,Diesel,Individual,Manual,First Owner,1248,73.94,5,23.2
Maruti Swift VXi BSIV,2006,189000,93000,Petrol,Individual,Manual,Second Owner,1197,85,5,16.1
Honda Amaze E Option i-DTEC,2017,550000,120000,Diesel,Individual,Manual,First Owner,1498,98.6,5,25.8
Ford Fiesta EXi 1.4 TDCi Ltd,2011,260000,110000,Diesel,Individual,Manual,Second Owner,1399,68,5,17.8
Maruti Alto K10 VXI,2015,300000,40000,Petrol,Individual,Manual,First Owner,998,67.05,5,23.95
Honda City 1.5 S Inspire,2010,350000,120000,Petrol,Individual,Manual,Second Owner,1497,118,5,17
Maruti Vitara Brezza ZDi,2019,892000,10000,Diesel,Individual,Manual,First Owner,1248,88.5,5,24.3
Fiat Grande Punto Sport 90BHP,2012,285000,70000,Diesel,Individual,Manual,Second Owner,1248,92,5,20.3
Hyundai i10 Magna LPG,2012,300000,60000,LPG,Individual,Manual,First Owner,1086,68.05,5,26.88
Maruti Ciaz VDI SHVS,2016,620000,90000,Diesel,Individual,Manual,First Owner,1248,88.5,5,28.09
Maruti Vitara Brezza ZDi,2017,750000,90000,Diesel,Individual,Manual,First Owner,1248,88.5,5,24.3
Maruti Alto 800 LXI,2016,270000,35000,Petrol,Individual,Manual,First Owner,796,47.3,5,22.74
Hyundai Santro Xing GLS,2012,300000,40000,Petrol,Individual,Manual,Second Owner,1086,62.1,5,17.92
Tata Indigo CS eLX BS IV,2011,220000,80000,Diesel,Individual,Manual,First Owner,1396,69,5,23.03
Maruti SX4 Vxi BSIV,2012,260000,99000,Petrol,Individual,Manual,Second Owner,1586,103.3,5,15.5
Maruti Swift AMT VXI,2019,600000,7500,Petrol,Individual,Automatic,First Owner,1197,81.8,5,21.21
Tata Nano XE,2015,80000,60000,Petrol,Individual,Manual,First Owner,624,37.48,4,23.9
Hyundai EON Magna Plus,2016,300000,40800,Petrol,Individual,Manual,First Owner,814,55.2,5,21.1
Tata Zest Revotron 1.2T XM,2015,300000,70000,Petrol,Individual,Manual,First Owner,1193,88.7,5,17.57
Mahindra KUV 100 mFALCON G80 K8 5str,2016,400000,100000,Petrol,Individual,Manual,First Owner,1198,82,5,18.15
Maruti Swift VXI BSIV,2016,550000,8588,Petrol,Individual,Manual,First Owner,1197,81.8,5,22
Honda City i-DTEC V,2019,1200000,40000,Diesel,Individual,Manual,First Owner,1498,97.9,5,25.6
Ford Figo 1.5D Trend MT,2015,500000,60000,Diesel,Individual,Manual,First Owner,1498,99,5,25.83
Maruti Esteem Vxi - BSIII,2005,93000,80000,Petrol,Individual,Manual,Third Owner,1298,85,5,15.9
Honda City i DTEC SV,2014,500000,110000,Diesel,Individual,Manual,First Owner,1498,98.6,5,26
Toyota Platinum Etios 1.4 GXD,2018,670000,150000,Diesel,Individual,Manual,First Owner,1364,67.05,5,23.59
Toyota Innova 2.5 VX 7 STR,2012,750000,120000,Diesel,Individual,Manual,Second Owner,2494,102,7,12.8
Maruti Alto K10 VXI,2017,370000,30000,Petrol,Individual,Manual,First Owner,998,67.05,5,23.95
Maruti 800 Std,2012,100000,70000,Petrol,Individual,Manual,Second Owner,796,37,4,16.1
Hyundai i10 Sportz 1.1L,2016,425000,50000,Petrol,Individual,Manual,First Owner,1086,68.05,5,19.81
Maruti Ertiga SHVS VDI,2016,850000,35000,Diesel,Individual,Manual,First Owner,1248,88.5,7,24.52
Mahindra Verito 1.5 D4 BSIV,2018,750000,22000,Diesel,Individual,Manual,First Owner,1461,65,5,21.03
Tata Winger Deluxe - Flat Roof (Non-AC),2010,235000,50000,Diesel,Individual,Manual,First Owner,1948,90,14,10.71
Honda WR-V i-DTEC S,2017,700000,70000,Diesel,Individual,Manual,First Owner,1498,98.6,5,25.5
Hyundai Grand i10 CRDi Magna,2016,480000,56000,Diesel,Individual,Manual,First Owner,1120,70,5,24
Tata Zest Quadrajet 1.3 75PS XM,2016,475000,50000,Diesel,Individual,Manual,First Owner,1248,74,5,22.95
Skoda Rapid 1.5 TDI Ambition,2015,610000,120000,Diesel,Individual,Manual,First Owner,1498,103.52,5,21.14
Toyota Innova 2.5 G4 Diesel 8-seater,2011,650000,120000,Diesel,Individual,Manual,Second Owner,2494,102,8,12.8
Honda WR-V i-DTEC S,2017,800000,70000,Diesel,Individual,Manual,First Owner,1498,98.6,5,25.5
Tata New Safari DICOR 2.2 EX 4x2,2015,520000,120000,Diesel,Individual,Manual,First Owner,2179,138.1,7,11.57
Tata Indica V2 eLS,2014,160000,90000,Diesel,Individual,Manual,First Owner,1396,69,5,25
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,1000000,70000,Diesel,Individual,Manual,First Owner,1248,88.5,5,25.1
Maruti Ertiga VDI,2015,700000,120000,Diesel,Individual,Manual,Second Owner,1248,88.76,7,20.77
Honda Amaze S i-DTEC,2017,590000,70000,Diesel,Individual,Manual,Second Owner,1498,98.6,5,25.8
Maruti Wagon R VXI,2002,140000,80000,Petrol,Individual,Manual,Second Owner,998,67.1,5,18.9
Mahindra TUV 300 mHAWK100 T8,2017,725000,100000,Diesel,Individual,Manual,Second Owner,1493,100,7,18.49
Maruti Swift Dzire VDI,2015,550000,50000,Diesel,Individual,Manual,First Owner,1248,74,5,26.59
Maruti Ritz VDi,2012,240000,90000,Diesel,Individual,Manual,Second Owner,1248,73.94,5,23.2
Honda Jazz 1.5 S i DTEC,2017,670000,50000,Diesel,Individual,Manual,First Owner,1498,98.6,5,27.3
Maruti Swift Dzire VDI,2015,550000,110000,Diesel,Individual,Manual,First Owner,1248,74,5,26.59
Maruti Celerio ZXI,2015,400000,30000,Petrol,Individual,Manual,First Owner,998,67.04,5,23.1
Hyundai Verna 1.6 SX,2014,545000,80000,Diesel,Individual,Manual,Second Owner,1582,126.32,5,22.32
Maruti Ertiga LXI,2015,599000,70000,Petrol,Individual,Manual,First Owner,1373,93.7,7,16.02
Hyundai Creta 1.4 CRDi S,2016,725000,100000,Diesel,Individual,Manual,First Owner,1396,88.7,5,21.38
Honda City i VTEC V,2015,525000,120000,Petrol,Individual,Manual,Second Owner,1497,117.3,5,17.4
Maruti Ritz VDi,2011,204999,85000,Diesel,Individual,Manual,Second Owner,1248,73.9,5,21.1
Skoda Fabia Scout 1.2 TDI,2012,190000,110000,Diesel,Individual,Manual,First Owner,1199,75,5,21
Hyundai Grand i10 CRDi Sportz,2015,310000,60000,Diesel,Individual,Manual,Fourth & Above Owner,1120,70,5,24
Hyundai Grand i10 CRDi Sportz,2016,380000,90000,Diesel,Individual,Manual,Second Owner,1120,70,5,24
Maruti Alto K10 2010-2014 VXI,2012,204000,110000,Petrol,Individual,Manual,Third Owner,998,67.1,5,20.92
Hyundai EON 1.0 Era Plus,2018,350000,25000,Petrol,Individual,Manual,First Owner,998,68.05,5,20.3
Volkswagen Vento Diesel Highline,2013,350000,100000,Diesel,Individual,Manual,First Owner,1598,103.6,5,20.54
Ford Figo Diesel Titanium,2012,175000,120000,Diesel,Individual,Manual,Second Owner,1399,68,5,20
Volkswagen Vento Diesel Highline,2011,340000,90000,Diesel,Individual,Manual,First Owner,1598,103.6,5,20.54
Honda City i-VTEC VX,2017,950000,35000,Petrol,Individual,Manual,First Owner,1497,117.6,5,17.4
Honda City i VTEC V,2017,894999,35000,Petrol,Individual,Manual,First Owner,1497,117.3,5,17.8
Tata Sumo Gold EX,2014,350000,101200,Diesel,Individual,Manual,Second Owner,2956,83.83,7,15.3
Tata Indigo GLX,2005,100000,90000,Petrol,Individual,Manual,Second Owner,1396,85,5,12.8
Maruti Swift Dzire VDI,2016,550000,76000,Diesel,Individual,Manual,First Owner,1248,74,5,26.59
Tata Indigo LX,2004,100000,60000,Diesel,Individual,Manual,Third Owner,1405,70,5,16.1
Mahindra XUV500 W6 2WD,2016,800000,90000,Diesel,Individual,Manual,First Owner,2179,140,7,16
Mahindra Bolero 2011-2019 ZLX BSIII,2013,525000,80000,Diesel,Individual,Manual,Second Owner,2523,62.1,7,15.96
Tata New Safari DICOR 2.2 EX 4x2,2008,500000,179150,Diesel,Individual,Manual,Second Owner,2179,138.1,7,11.57
Maruti 800 Std MPFi,2003,42000,62000,Petrol,Individual,Manual,First Owner,796,37,4,16.1
Maruti Swift Dzire 1.2 Lxi BSIV,2009,190000,160000,Petrol,Individual,Manual,Third Owner,1197,85.8,5,17.5
Maruti Swift Dzire VDI,2019,694000,35000,Diesel,Individual,Manual,First Owner,1248,74.02,5,28.4
Mahindra XUV500 AT W6 2WD,2016,861999,120000,Diesel,Individual,Automatic,First Owner,2179,140,7,16
Honda Amaze SX i-DTEC,2017,650000,50000,Diesel,Individual,Manual,First Owner,1498,98.6,5,25.8
Maruti Swift Dzire ZDi,2011,310000,70000,Diesel,Individual,Manual,Second Owner,1248,73.9,5,19.3
Maruti Swift VDI,2013,360000,97000,Diesel,Individual,Manual,First Owner,1248,74,5,22.9
Maruti Swift Dzire LDi,2011,240000,90000,Diesel,Individual,Manual,Second Owner,1248,73.9,5,19.3
Mahindra XUV500 W8 AWD,2012,500000,84487,Diesel,Individual,Manual,Fourth & Above Owner,2179,140,7,15.1
Toyota Innova 2.5 GX 7 STR,2010,475000,100000,Diesel,Individual,Manual,Second Owner,2494,102,7,12.8
Maruti Alto LX,2007,100000,60000,Petrol,Individual,Manual,Third Owner,796,46.3,5,19.7
Maruti SX4 Zxi BSIII,2009,200000,110000,Petrol,Individual,Manual,Third Owner,1586,104.68,5,15
Mahindra Xylo E4 BS IV,2010,245000,146000,Diesel,Individual,Manual,Fourth & Above Owner,2498,112,7,14
Maruti Swift Dzire VDI,2014,450000,70000,Diesel,Individual,Manual,First Owner,1248,74,5,23.4
Maruti Vitara Brezza VDi Option,2017,800000,51146,Diesel,Individual,Manual,First Owner,1248,88.5,5,24.3
Maruti Ritz LXI,2011,215000,40000,Petrol,Individual,Manual,First Owner,1197,85.8,5,21.1
Maruti Vitara Brezza VDi Option,2017,760000,50000,Diesel,Individual,Manual,First Owner,1248,88.5,5,24.3
Volkswagen Polo 1.5 TDI Comfortline,2015,416000,80000,Diesel,Individual,Manual,First Owner,1498,88.8,5,20.14
Maruti Wagon R LXI BSIII,2011,195000,120000,Petrol,Individual,Manual,First Owner,998,67.1,5,18.9
Maruti Alto 800 VXI,2017,325000,23000,Petrol,Individual,Manual,First Owner,796,47.3,5,24.7
Maruti Alto K10 LXI,2010,145000,70000,Petrol,Individual,Manual,Second Owner,998,67.1,5,20.92
Maruti Swift VDI,2018,675000,23000,Diesel,Individual,Manual,First Owner,1248,74,5,28.4
Maruti Wagon R VXI Optional,2016,340000,30000,Petrol,Individual,Manual,Second Owner,998,67.04,5,20.51
Tata Manza Aura Plus Quadrajet BS IV,2011,340000,50000,Diesel,Individual,Manual,First Owner,1248,90,5,19
Maruti Omni MPI STD BSIV,2014,260000,40000,Petrol,Individual,Manual,First Owner,796,34.2,5,16.8
Maruti Alto 800 LXI,2015,300000,50000,Petrol,Individual,Manual,First Owner,796,47.3,5,22.74
Maruti 800 AC,2007,75000,60000,Petrol,Individual,Manual,Second Owner,796,37,4,16.1
Tata Indica Vista TDI LX,2011,350000,80000,Diesel,Individual,Manual,First Owner,1405,70,5,19.4
Tata Manza Aura (ABS) Quadrajet BS IV,2010,170000,150000,Diesel,Individual,Manual,Third Owner,1248,88.8,5,21.12
Maruti Swift Dzire Tour S CNG,2018,600000,40000,Petrol,Individual,Manual,First Owner,1197,85.8,5,19
Honda City 1.5 V AT,2010,800000,25000,Petrol,Individual,Automatic,First Owner,1497,118,5,16.8
Force One EX,2018,850000,120000,Diesel,Individual,Manual,Second Owner,2650,80.84,7,17
Mahindra XUV500 W6 2WD,2014,980000,120000,Diesel,Individual,Manual,Second Owner,2179,140,7,15.1
Maruti Vitara Brezza ZDi AMT,2018,900000,50000,Diesel,Individual,Automatic,Second Owner,1248,88.5,5,24.3
Maruti Swift Dzire VDi,2010,310000,120000,Diesel,Individual,Manual,Second Owner,1248,73.9,5,19.3
Maruti Ertiga ZDI,2013,600000,60000,Diesel,Individual,Manual,Third Owner,1248,88.8,7,20.77
Maruti Swift Dzire ZDi,2008,270000,149000,Diesel,Individual,Manual,Second Owner,1248,73.9,5,19.3
Hyundai Santro Sportz BSIV,2019,509999,5000,Petrol,Individual,Manual,First Owner,1086,68,5,20.3
Tata Indica Vista TDI LX,2013,225000,70000,Diesel,Individual,Manual,Second Owner,1405,70,5,19.4
Hyundai i10 Magna,2015,280000,55000,Petrol,Individual,Manual,First Owner,1197,78.9,5,20.36
Tata Tiago 1.05 Revotorq XZ WO Alloy,2016,490000,100000,Diesel,Individual,Manual,First Owner,1047,69,5,27.28
Mahindra Bolero 2011-2019 Plus AC,2013,440000,120000,Diesel,Individual,Manual,First Owner,2523,62.1,9,15.96
Hyundai i20 Active 1.2 S,2015,590000,70000,Petrol,Individual,Manual,Third Owner,1197,81.86,5,17.19
Ford Endeavour 2.5L 4X2 MT,2010,500000,120000,Diesel,Individual,Manual,First Owner,2499,141,7,13.1
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,40000,Diesel,Individual,Manual,First Owner,1498,98.59,5,22.77
Mahindra Scorpio 1.99 S4,2016,750000,70000,Diesel,Individual,Manual,First Owner,1997,120,7,15.4
Volkswagen Polo 1.5 TDI Comfortline,2019,695000,36800,Diesel,Dealer,Manual,First Owner,1498,88,5,20.14
Maruti Swift Dzire VDI Optional,2018,690000,52200,Diesel,Dealer,Manual,First Owner,1248,74,5,26.59
Hyundai Grand i10 1.2 CRDi Magna,2016,409999,78000,Diesel,Dealer,Manual,First Owner,1186,73.97,5,24
Hyundai Grand i10 1.2 CRDi Sportz,2017,525000,29000,Diesel,Dealer,Manual,Second Owner,1186,73.97,5,24
Mahindra XUV500 W8 2WD,2013,540000,60000,Diesel,Individual,Manual,Second Owner,2179,140,7,15.1
Mahindra Scorpio 1.99 S10 4WD,2016,1000000,112000,Diesel,Dealer,Manual,Second Owner,1997,120,7,15.4
Mahindra TUV 300 mHAWK100 T8,2017,725000,40000,Diesel,Dealer,Manual,First Owner,1493,100,7,18.49
Maruti Ciaz Alpha Diesel,2018,975000,36000,Diesel,Dealer,Manual,First Owner,1248,88.5,5,28.09
Maruti Wagon R VXI,2016,355000,60000,Petrol,Dealer,Manual,First Owner,998,67.05,5,21.79
Maruti Alto 800 VXI BSIV,2015,265000,48000,Petrol,Dealer,Manual,First Owner,796,47.3,5,24.7
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,650000,40000,Diesel,Dealer,Manual,First Owner,1498,88,5,20.14
Maruti Ciaz 1.3 Alpha,2017,720000,60000,Diesel,Individual,Manual,First Owner,1248,88.5,5,28.09
Hyundai Verna 1.6 VTVT S,2016,850000,25000,Petrol,Individual,Manual,First Owner,1591,121.3,5,17.01
Maruti Alto K10 VXI,2015,290000,42000,Petrol,Individual,Manual,First Owner,998,67.05,5,23.95
Mahindra TUV 300 T8 AMT,2016,600000,90000,Diesel,Individual,Automatic,Second Owner,1493,100,7,18.49
Maruti Ritz VDi,2011,300000,90000,Diesel,Individual,Manual,Second Owner,1248,73.9,5,21.1
Renault Pulse RxL,2012,225000,110000,Diesel,Individual,Manual,Second Owner,1461,63.12,5,23.08
Maruti Swift Dzire VDi,2009,240000,70000,Diesel,Individual,Manual,Second Owner,1248,73.9,5,19.3
Hyundai Verna 1.6 SX,2014,700000,80000,Diesel,Individual,Manual,First Owner,1582,126.32,5,22.32
Maruti Swift VDI BSIV,2014,470000,70000,Diesel,Individual,Manual,Second Owner,1248,74,5,25.2
Hyundai i20 Active 1.4 SX Dual Tone,2016,800000,80000,Diesel,Individual,Manual,First Owner,1396,88.73,5,21.19
Renault Duster 110PS Diesel RxZ,2012,450000,90000,Diesel,Individual,Manual,First Owner,1461,108.45,5,19.01
Tata Indica V2 DLE BSII,2007,90000,90000,Diesel,Individual,Manual,Third Owner,1396,53.5,5,17.2
Toyota Corolla Altis Diesel D4DG,2010,450000,120000,Diesel,Individual,Manual,Second Owner,1364,87.2,5,21.43
Hyundai Creta 1.6 CRDi SX Plus,2016,925000,79000,Diesel,Dealer,Manual,First Owner,1582,126.2,5,19.67
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,300000,110000,Diesel,Individual,Manual,Second Owner,2179,120,7,10.5
Maruti Swift Dzire VDi,2009,360000,100000,Diesel,Individual,Manual,First Owner,1248,73.9,5,19.3
Hyundai Verna Transform CRDi VGT SX ABS,2010,320000,70000,Diesel,Individual,Manual,Second Owner,1493,110,5,16.2
Ambassador Classic 2000 DSZ AC PS,1994,99000,100000,Diesel,Individual,Manual,Second Owner,1995,52,5,12.8
Maruti Ertiga SHVS ZDI,2016,780000,50000,Diesel,Individual,Manual,Second Owner,1248,88.5,7,24.52
Maruti Ertiga VDI,2013,620000,139000,Diesel,Individual,Manual,First Owner,1248,88.76,7,20.77
Tata Indica Vista Safire GLX,2014,210000,35000,Petrol,Individual,Manual,Second Owner,1172,64.1,5,16.7
Renault Triber RXZ,2019,786000,7720,Petrol,Individual,Manual,First Owner,999,71,7,20
Mahindra XUV500 W8 AWD,2014,1000000,50000,Diesel,Individual,Manual,First Owner,2179,140,7,15.1
Maruti Zen D,2002,120000,60000,Diesel,Individual,Manual,Second Owner,1527,58,5,20.8
Mahindra Verito Vibe 1.5 dCi D6,2016,750000,100000,Diesel,Individual,Manual,First Owner,1461,64.1,5,20.8
Hyundai i20 Magna 1.2,2016,550000,57882,Petrol,Individual,Manual,First Owner,1197,81.83,5,18.6
Mahindra Bolero 2011-2019 SLX,2015,550000,30000,Diesel,Individual,Manual,First Owner,2523,62.1,7,15.96
Datsun GO T Petrol,2018,400000,10000,Petrol,Individual,Manual,First Owner,1198,67,5,19.83
Maruti Celerio VXI,2015,290000,30000,Petrol,Individual,Manual,Second Owner,998,67.04,5,23.1
Tata Indigo CS LS (TDI) BS III,2012,150000,90000,Diesel,Individual,Manual,First Owner,1396,69,5,19.09
Maruti Eeco 7 Seater Standard BSIV,2015,300000,35000,Petrol,Individual,Manual,Second Owner,1196,73,7,15.37
Hyundai Santro Magna BSIV,2019,500000,5000,Petrol,Individual,Manual,First Owner,1086,68,5,20.3
Tata Manza Club Class Quadrajet90 LS,2013,250000,50000,Diesel,Individual,Manual,First Owner,1248,88.8,5,21.02
Tata Indigo eCS LX BSIV,2013,220000,80000,Diesel,Individual,Manual,First Owner,1396,69,5,23.03
Maruti Swift Dzire AMT ZDI Plus,2017,875000,30000,Diesel,Dealer,Automatic,First Owner,1248,74.02,5,28.4
Hyundai i20 Asta Option 1.2,2019,785000,9000,Petrol,Dealer,Manual,First Owner,1197,81.83,5,18.6
Honda WR-V i-VTEC VX,2017,819999,30000,Petrol,Dealer,Manual,First Owner,1199,88.7,5,17.5
Honda WR-V i-DTEC VX,2017,885000,39000,Diesel,Dealer,Manual,First Owner,1498,98.6,5,25.5
Ford EcoSport 1.5 Ti VCT AT Titanium BE BSIV,2015,680000,64000,Petrol,Dealer,Automatic,First Owner,1499,110.4,5,16.05
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,960000,42000,Diesel,Dealer,Manual,First Owner,1498,98.96,5,23
Honda Brio 1.2 VX MT,2012,385000,45000,Petrol,Dealer,Manual,First Owner,1198,86.8,5,18.5
Mahindra TUV 300 mHAWK100 T8,2018,890000,55000,Diesel,Dealer,Manual,First Owner,1493,100,7,18.49
Maruti Ciaz Delta Automatic BSIV,2019,1025000,15000,Petrol,Dealer,Automatic,First Owner,1462,103.25,5,20.28
Volkswagen Polo GT TSI,2016,675000,69000,Petrol,Dealer,Automatic,First Owner,1197,103.6,5,17.2
Maruti Swift Dzire ZXI Plus BS IV,2017,700000,80000,Petrol,Dealer,Manual,First Owner,1197,81.8,5,22
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,780000,60000,Diesel,Dealer,Manual,First Owner,1498,98.59,5,22.77
Hyundai Verna 1.6 SX CRDi (O),2017,1050000,70000,Diesel,Dealer,Manual,First Owner,1582,126.32,5,22.32
Tata Bolt Quadrajet XE,2016,400000,100000,Diesel,Individual,Manual,First Owner,1248,74,5,22.95
Mahindra Bolero 2011-2019 Plus Non AC,2011,400000,100000,Diesel,Individual,Manual,First Owner,2523,62.1,9,15.96
Maruti Alto LX BSIII,2009,85000,90000,Petrol,Individual,Manual,Second Owner,796,46.3,5,19.7
Mahindra TUV 300 mHAWK100 T8,2018,819999,11500,Diesel,Individual,Manual,First Owner,1493,100,7,18.49
Mahindra TUV 300 T6 Plus AMT,2015,620000,40000,Diesel,Individual,Automatic,First Owner,1493,100,7,18.49
Renault KWID 1.0 RXL,2018,260000,50000,Petrol,Individual,Manual,First Owner,999,67,5,23.01
Hyundai Grand i10 Asta,2015,484999,55380,Petrol,Dealer,Manual,First Owner,1197,82,5,18.9
Volkswagen Ameo 1.2 MPI Highline Plus 16,2017,650000,18816,Petrol,Dealer,Manual,First Owner,1198,73.75,5,17
Honda City V AT,2017,925000,18000,Petrol,Dealer,Automatic,First Owner,1497,116.3,5,15.6
Maruti Ciaz S 1.3,2017,810000,47747,Diesel,Dealer,Manual,First Owner,1248,88.5,5,28.09
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,910000,70000,Diesel,Individual,Manual,Second Owner,2494,100,8,12.99
Tata Indica V2 DLX BSIII,2016,300000,60000,Diesel,Individual,Manual,Second Owner,1405,48.21,5,17.88
